id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,pharmacie_de_garde,type_garde,horaires,livraison_domicile,parapharmacie,materiel_medical
PHA0529,Pharmacie de Ahala,Yaoundé,Yaoundé I,Ahala,3.930771,11.517964,+237 690 210 546,ahala@gmail.com,Non,Standard,Lun–Dim 08h00–20h00,Oui,Oui,Non
PHA0530,Pharmacie Cyprien PK8,Douala,Douala I,PK8,4.133134,9.719296,+237 242 372 978,cyprienpk8@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Oui,Oui,Oui
PHA0531,Pharmacie Bruno PK8,Douala,Douala V,PK8,4.1049,9.767452,+237 693 264 862,brunopk8@pharmacie.cm,Non,Standard,Lun–Sam 07h00–21h00,Oui,Non,Oui
PHA0532,Pharmacie de la Secours,Yaoundé,Yaoundé V,Messa,3.88919,11.5173,+237 697 174 911,secours@hotmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Non
PHA0533,Pharmacie Patrick Bonamoussadi,Douala,Douala VI,Bonamoussadi,4.023498,9.63679,+237 650 040 924,patrickbonamou@yahoo.fr,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Non
PHA0534,Officine Kamga de Nkoabang,Yaoundé,Yaoundé IV,Nkoabang,3.914047,11.48453,+237 694 039 360,kamgankoabang@gmail.com,Non,Standard,Lun–Ven 08h00–19h00,Non,Oui,Non
PHA0535,Pharmacie du Bessengue,Douala,Douala II,Bessengue,4.106487,9.65591,+237 690 124 939,bessengue@gmail.com,Non,Standard,Lun–Sam 07h30–20h00,Oui,Non,Non
PHA0536,Pharmacie de Elig-Essono,Yaoundé,Yaoundé VI,Elig-Essono,3.860888,11.577944,+237 652 099 453,elig-essono@hotmail.com,Oui,Nuit,20h00 — 08h00,Oui,Oui,Oui
PHA0537,Officine Kuitche de Bonaberi,Douala,Douala III,Bonaberi,4.005137,9.637489,+237 696 664 453,kuitchebonaber@hotmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Oui
PHA0538,Pharmacie du Ndogbong,Douala,Douala IV,Ndogbong,3.993285,9.707937,+237 650 079 949,ndogbong@hotmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Oui
PHA0539,Pharmacie Raphaël Ndogbong,Douala,Douala I,Ndogbong,4.101806,9.750429,+237 654 605 529,raphaëlndogbon@pharmacie.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Oui
PHA0540,Pharmacie Jeanne Bassa,Douala,Douala VI,Bassa,4.043621,9.635531,+237 651 979 291,jeannebassa@gmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Non
PHA0541,Pharmacie du Bonanjo,Douala,Douala IV,Bonanjo,4.066583,9.704743,+237 654 723 902,bonanjo@yahoo.fr,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Non
PHA0542,Officine Tabi de Melen,Yaoundé,Yaoundé VI,Melen,3.765134,11.483244,+237 694 497 680,tabimelen@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0543,Officine Belinga de Elig-Essono,Yaoundé,Yaoundé IV,Elig-Essono,3.94009,11.458317,+237 242 499 907,belingaelig-es@pharmacie.cm,Non,Standard,Lun–Ven 08h00–19h00,Non,Oui,Oui
PHA0544,Officine Nkeng de Bonaloka,Douala,Douala V,Bonaloka,4.008125,9.710481,+237 233 725 423,nkengbonaloka@sante.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Non
PHA0545,Pharmacie Thérèse Mbanya,Douala,Douala VI,Mbanya,4.108092,9.673809,+237 698 366 953,thérèsembanya@hotmail.com,Non,Standard,Lun–Ven 08h00–19h00,Oui,Oui,Non
PHA0546,Pharmacie Bernadette Village,Douala,Douala III,Village,4.017427,9.703711,+237 696 000 832,bernadettevill@yahoo.fr,Oui,Nuit,20h00 — 08h00,Oui,Oui,Oui
PHA0547,Officine Ateba de Mboppi,Douala,Douala IV,Mboppi,4.046406,9.777846,+237 233 142 484,atebamboppi@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Oui
PHA0548,Officine Tabi de Nlongkak,Yaoundé,Yaoundé I,Nlongkak,3.943912,11.452641,+237 690 622 774,tabinlongkak@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0549,Pharmacie Cécile Omnisports,Yaoundé,Yaoundé V,Omnisports,3.850697,11.594105,+237 222 534 463,céciomnisports@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0550,Officine Bikié de PK8,Douala,Douala I,PK8,4.120589,9.718315,+237 694 480 611,bikiépk8@gmail.com,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Non
PHA0551,Officine Simo de Ndokoti,Douala,Douala II,Ndokoti,3.991914,9.730879,+237 653 086 419,simondokoti@gmail.com,Oui,Permanente,24h/24 — 7j/7,Oui,Oui,Non
PHA0552,Officine Bello de Ngoa-Ekélé,Yaoundé,Yaoundé II,Ngoa-Ekélé,3.794864,11.458073,+237 699 923 254,bellongoa-ekél@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Oui
PHA0553,Pharmacie Saint-Thérèse,Yaoundé,Yaoundé VII,Ahala,3.752832,11.550351,+237 692 472 431,thérèse@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0554,Officine Engoulou de Bangue,Douala,Douala I,Bangue,4.025334,9.736702,+237 698 551 828,engouloubangue@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Non
PHA0555,Pharmacie Augustin Madagascar,Yaoundé,Yaoundé V,Madagascar,3.806309,11.460264,+237 697 460 421,augustinmadaga@hotmail.com,Non,Standard,Lun–Ven 08h00–19h00,Non,Oui,Oui
PHA0556,Officine Simo de Bepanda,Douala,Douala IV,Bepanda,4.079997,9.725078,+237 692 920 796,simobepanda@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0557,Pharmacie Élisabeth Nkolbisson,Yaoundé,Yaoundé III,Nkolbisson,3.846842,11.424267,+237 655 206 399,élisabethnkolb@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Oui
PHA0558,Officine Ndoumbe de PK17,Douala,Douala VI,PK17,3.968332,9.688047,+237 690 005 331,ndoumbepk17@hotmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Non,Oui
PHA0559,Pharmacie Bernadette Bessengue,Douala,Douala VI,Bessengue,4.059513,9.643122,+237 242 615 543,bernadettebess@hotmail.com,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Non
PHA0560,Pharmacie Étienne Biyem-Assi,Yaoundé,Yaoundé VI,Biyem-Assi,3.809335,11.466602,+237 697 275 354,étiennebiyem-a@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Oui,Non
PHA0561,Pharmacie de New Bell,Douala,Douala IV,New Bell,4.029849,9.655661,+237 654 839 399,newbell@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Oui,Oui
PHA0562,Pharmacie Bruno Nkol-Afeme,Yaoundé,Yaoundé IV,Nkol-Afeme,3.75018,11.527842,+237 655 439 369,brunonkol-afem@hotmail.com,Oui,Permanente,24h/24 — 7j/7,Oui,Oui,Non
PHA0563,Officine Ateba de Ngousso,Yaoundé,Yaoundé VI,Ngousso,3.777908,11.450332,+237 653 870 807,atebangousso@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0564,Pharmacie Dominique Mvog-Mbi,Yaoundé,Yaoundé III,Mvog-Mbi,3.796323,11.418416,+237 694 261 031,dominiquemvog-@hotmail.com,Oui,Nuit,20h00 — 08h00,Non,Non,Oui
PHA0565,Pharmacie Thérèse PK12,Douala,Douala II,PK12,4.002148,9.708318,+237 696 105 435,thérèsepk12@hotmail.com,Non,Standard,Lun–Ven 08h00–19h00,Oui,Oui,Non
PHA0566,Pharmacie Raphaël Nkol-Afeme,Yaoundé,Yaoundé VII,Nkol-Afeme,3.854768,11.498202,+237 695 016 170,raphaëlnkol-af@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Oui
PHA0567,Officine Bello de Bonaloka,Douala,Douala IV,Bonaloka,4.085317,9.720336,+237 651 472 677,bellobonaloka@yahoo.fr,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Non
PHA0568,Pharmacie de la Espoir,Yaoundé,Yaoundé V,Tsinga,3.905106,11.485444,+237 651 049 668,espoir@pharmacie.cm,Non,Standard,Lun–Sam 07h00–21h00,Oui,Non,Oui
PHA0569,Pharmacie de Émana,Yaoundé,Yaoundé VII,Émana,3.79957,11.542912,+237 652 113 879,émana@pharmacie.cm,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Oui
PHA0570,Pharmacie du Etoudi,Yaoundé,Yaoundé IV,Etoudi,3.810845,11.406049,+237 692 626 686,etoudi@pharmacie.cm,Oui,Permanente,24h/24 — 7j/7,Non,Non,Oui
PHA0571,Officine Moussa de Etoudi,Yaoundé,Yaoundé III,Etoudi,3.88146,11.501438,+237 650 529 148,moussaetoudi@gmail.com,Non,Standard,Lun–Ven 08h00–19h00,Non,Oui,Oui
PHA0572,Pharmacie Claire Mboppi,Douala,Douala V,Mboppi,4.056069,9.768087,+237 655 019 302,clairemboppi@yahoo.fr,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0573,Pharmacie Bruno New Bell,Douala,Douala II,New Bell,3.994132,9.733263,+237 654 961 685,brunonewbell@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0574,Pharmacie de Bali,Douala,Douala I,Bali,4.064268,9.706418,+237 243 381 560,bali@sante.cm,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Non
PHA0575,Officine Ngoa de Etoudi,Yaoundé,Yaoundé I,Etoudi,3.907756,11.548166,+237 695 739 760,ngoaetoudi@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0576,Pharmacie Damien Nkongmondo,Douala,Douala I,Nkongmondo,3.973104,9.698976,+237 691 025 028,damiennkongmon@gmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Oui
PHA0577,Pharmacie Pierre Mbanya,Douala,Douala IV,Mbanya,4.045485,9.71646,+237 654 387 888,pierrembanya@yahoo.fr,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Non
PHA0578,Pharmacie Saint-François,Yaoundé,Yaoundé I,Nkoabang,3.796379,11.487686,+237 694 222 287,françois@pharmacie.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Non
PHA0579,Pharmacie François Bangue,Douala,Douala III,Bangue,4.100821,9.773966,+237 653 512 878,françoisbangue@hotmail.com,Oui,Permanente,24h/24 — 7j/7,Oui,Oui,Oui
PHA0580,Pharmacie Jeanne Ndog-Bong,Douala,Douala V,Ndog-Bong,3.969219,9.712317,+237 694 245 598,jeannendog-bon@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Non
PHA0581,Pharmacie Bernadette Koumassi,Douala,Douala III,Koumassi,3.977606,9.754516,+237 655 052 039,bernadettekoum@gmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Non
PHA0582,Pharmacie Louis Japoma,Douala,Douala I,Japoma,4.046113,9.621615,+237 692 145 672,louisjapoma@pharmacie.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Oui
PHA0583,Officine Belinga de PK8,Douala,Douala III,PK8,3.973501,9.677519,+237 694 871 184,belingapk8@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Non
PHA0584,Pharmacie Gabriel Mvog-Atangana,Yaoundé,Yaoundé II,Mvog-Atangana,3.888326,11.417823,+237 695 604 893,gabrielmvog-at@gmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
PHA0585,Pharmacie Luc Nkomo,Yaoundé,Yaoundé II,Nkomo,3.816804,11.512689,+237 694 830 421,lucnkomo@hotmail.com,Oui,Permanente,24h/24 — 7j/7,Oui,Oui,Oui
PHA0586,Pharmacie du Madagascar,Yaoundé,Yaoundé IV,Madagascar,3.922082,11.500728,+237 691 779 383,madagascar@hotmail.com,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0587,Pharmacie Damien PK12,Douala,Douala I,PK12,4.074623,9.752417,+237 654 960 262,damienpk12@pharmacie.cm,Non,Standard,Lun–Sam 07h30–20h00,Oui,Non,Non
PHA0588,Officine Djoumbi de Étoa-Meki,Yaoundé,Yaoundé I,Étoa-Meki,3.77476,11.431874,+237 677 209 960,djoumbiétoa-me@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Non
PHA0589,Pharmacie Saint-Bruno,Yaoundé,Yaoundé II,Nlongkak,3.769019,11.476822,+237 242 717 359,bruno@sante.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Oui
PHA0590,Officine Djoumbi de Ndog-Bong,Douala,Douala IV,Ndog-Bong,3.984105,9.689835,+237 653 255 970,djoumbindog-bo@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Oui,Oui,Non
PHA0591,Pharmacie Bernadette Ndog-Passi III,Douala,Douala VI,Ndog-Passi III,4.03177,9.746596,+237 692 194 169,bernadettendog@yahoo.fr,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Oui
PHA0592,Pharmacie du Ngousso,Yaoundé,Yaoundé V,Ngousso,3.914386,11.575474,+237 697 146 191,ngousso@hotmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Non
PHA0593,Pharmacie de Mvog-Atangana,Yaoundé,Yaoundé V,Mvog-Atangana,3.777683,11.475554,+237 243 640 911,mvog-atangana@yahoo.fr,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Non
PHA0594,Pharmacie de Madagascar,Yaoundé,Yaoundé VI,Madagascar,3.864274,11.450924,+237 233 516 984,madagascar@hotmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0595,Officine Mbarga de Nkol-Eton,Yaoundé,Yaoundé IV,Nkol-Eton,3.806256,11.44336,+237 696 320 361,mbargankol-eto@pharmacie.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Oui
PHA0596,Pharmacie de la Avenir,Yaoundé,Yaoundé VI,Biyem-Assi,3.792239,11.551696,+237 654 418 553,avenir@hotmail.com,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Non
PHA0597,Pharmacie Damien Efoulan,Yaoundé,Yaoundé VII,Efoulan,3.846743,11.422505,+237 696 548 696,damienefoulan@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Oui
PHA0598,Officine Feudjio de Nyalla,Douala,Douala III,Nyalla,4.036593,9.68272,+237 655 213 933,feudjionyalla@hotmail.com,Non,Standard,Lun–Sam 07h30–20h00,Oui,Non,Non
PHA0599,Officine Abega de Deido,Douala,Douala IV,Deido,4.076567,9.660381,+237 693 028 252,abegadeido@gmail.com,Oui,Nuit,20h00 — 08h00,Oui,Oui,Oui
PHA0600,Pharmacie Cyprien Kotto,Douala,Douala IV,Kotto,3.983058,9.688756,+237 692 710 506,cyprienkotto@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
PHA0601,Officine Kuitche de Ngousso,Yaoundé,Yaoundé I,Ngousso,3.812186,11.533878,+237 679 089 472,kuitchengousso@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Non
PHA0602,Pharmacie Cécile Sodiko,Douala,Douala VI,Sodiko,4.048705,9.716672,+237 694 143 470,cécisodiko@hotmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Oui
PHA0603,Officine Fouda de Tsinga,Yaoundé,Yaoundé VI,Tsinga,3.944613,11.476691,+237 695 978 342,foudatsinga@gmail.com,Non,Standard,Lun–Ven 08h00–19h00,Non,Oui,Non
PHA0604,Pharmacie Saint-Marc,Yaoundé,Yaoundé V,Mvog-Beti,3.779763,11.512903,+237 695 431 891,marc@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0605,Pharmacie Marie Ndogpassi,Douala,Douala III,Ndogpassi,4.065475,9.688553,+237 694 326 489,mariendogpassi@gmail.com,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Non
PHA0606,Officine Tabi de Ndoghem,Douala,Douala VI,Ndoghem,4.04052,9.675856,+237 691 709 522,tabindoghem@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0607,Pharmacie du Cité des Palmiers,Douala,Douala VI,Cité des Palmiers,4.124791,9.722572,+237 695 452 679,citédespalmier@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Non,Non,Oui
PHA0608,Officine Essomba de Nkoldongo,Yaoundé,Yaoundé VI,Nkoldongo,3.839318,11.585441,+237 677 569 554,essombankoldon@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0609,Officine Mbarga de Essos,Yaoundé,Yaoundé V,Essos,3.944275,11.48475,+237 654 296 867,mbargaessos@sante.cm,Non,Standard,Lun–Dim 08h00–20h00,Oui,Oui,Non
PHA0610,Officine Engoulou de Village,Douala,Douala IV,Village,4.093249,9.649533,+237 690 485 071,engoulouvillag@pharmacie.cm,Oui,Permanente,24h/24 — 7j/7,Oui,Oui,Non
PHA0611,Pharmacie du Mvog-Ada,Yaoundé,Yaoundé VI,Mvog-Ada,3.898914,11.539714,+237 652 013 879,mvog-ada@pharmacie.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Non
PHA0612,Officine Bello de Sodiko,Douala,Douala II,Sodiko,4.030765,9.794342,+237 653 535 041,bellosodiko@yahoo.fr,Oui,Permanente,24h/24 — 7j/7,Oui,Non,Non
PHA0613,Pharmacie Cécile Bonanjo,Douala,Douala V,Bonanjo,4.117705,9.667319,+237 222 048 299,cécibonanjo@pharmacie.cm,Oui,Permanente,24h/24 — 7j/7,Oui,Non,Oui
PHA0614,Pharmacie Cécile Simbock,Yaoundé,Yaoundé VII,Simbock,3.833579,11.412468,+237 679 841 412,cécisimbock@yahoo.fr,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Non
PHA0615,Officine Bikié de Nkongmondo,Douala,Douala VI,Nkongmondo,4.067566,9.750862,+237 222 952 084,bikiénkongmond@gmail.com,Non,Standard,Lun–Ven 08h00–19h00,Non,Oui,Non
PHA0616,Officine Mvogo de Mokolo,Yaoundé,Yaoundé IV,Mokolo,3.780094,11.542748,+237 698 847 065,mvogomokolo@gmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Non,Oui
PHA0617,Pharmacie de Bonanjo,Douala,Douala I,Bonanjo,4.014427,9.759852,+237 690 280 424,bonanjo@pharmacie.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Non
PHA0618,Pharmacie Marc Santa Barbara,Yaoundé,Yaoundé II,Santa Barbara,3.884893,11.574698,+237 655 139 179,marcsantabarba@pharmacie.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Non
PHA0619,Officine Tabi de Essos,Yaoundé,Yaoundé IV,Essos,3.856209,11.414813,+237 690 419 656,tabiessos@hotmail.com,Oui,Nuit,20h00 — 08h00,Non,Non,Oui
PHA0620,Officine Ondoa de Bonamoussadi,Douala,Douala I,Bonamoussadi,4.087993,9.633463,+237 692 656 514,ondoabonamouss@sante.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Non
PHA0621,Pharmacie de Mbanya,Douala,Douala IV,Mbanya,4.007862,9.64016,+237 697 629 929,mbanya@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0622,Pharmacie Monique Makepe,Douala,Douala III,Makepe,4.094693,9.712227,+237 695 021 209,moniquemakepe@hotmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Oui
PHA0623,Officine Mvogo de Koumassi,Douala,Douala VI,Koumassi,4.085388,9.775148,+237 699 701 999,mvogokoumassi@sante.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Non
PHA0624,Pharmacie de Santa Barbara,Yaoundé,Yaoundé VI,Santa Barbara,3.798395,11.570916,+237 233 069 737,santabarbara@gmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Oui
PHA0625,Officine Moussa de Bepanda,Douala,Douala IV,Bepanda,4.026769,9.784793,+237 652 264 956,moussabepanda@sante.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Non
PHA0626,Officine Ekani de Ekounou,Yaoundé,Yaoundé VII,Ekounou,3.871789,11.471661,+237 242 935 847,ekaniekounou@sante.cm,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Non
PHA0627,Pharmacie du Village,Douala,Douala II,Village,4.107903,9.644997,+237 694 226 848,village@pharmacie.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Oui
PHA0628,Pharmacie du Japoma,Douala,Douala III,Japoma,4.032057,9.774973,+237 677 855 689,japoma@hotmail.com,Non,Standard,Lun–Ven 08h00–19h00,Non,Oui,Non
PHA0629,Pharmacie Michel Village,Douala,Douala III,Village,4.059952,9.744474,+237 243 952 720,michelvillage@sante.cm,Non,Standard,Lun–Sam 07h30–20h00,Oui,Oui,Oui
PHA0630,Pharmacie Étienne Nlongkak,Yaoundé,Yaoundé V,Nlongkak,3.845171,11.430347,+237 692 630 372,étiennenlongka@hotmail.com,Oui,Nuit,20h00 — 08h00,Oui,Non,Oui
PHA0631,Pharmacie Saint-Cyprien,Yaoundé,Yaoundé II,Messa,3.847509,11.450462,+237 655 684 585,cyprien@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0632,Pharmacie André Bonapriso,Douala,Douala IV,Bonapriso,4.030816,9.651792,+237 690 891 025,andrébonapriso@yahoo.fr,Oui,Permanente,24h/24 — 7j/7,Oui,Oui,Non
PHA0633,Pharmacie Damien Nkol-Afeme,Yaoundé,Yaoundé II,Nkol-Afeme,3.918609,11.560049,+237 692 399 627,damiennkol-afe@hotmail.com,Oui,Nuit,20h00 — 08h00,Oui,Non,Oui
PHA0634,Officine Mvogo de Nkolmesseng,Yaoundé,Yaoundé VI,Nkolmesseng,3.874695,11.531645,+237 651 802 023,mvogonkolmesse@pharmacie.cm,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0635,Officine Ateba de Bonanjo,Douala,Douala III,Bonanjo,4.119589,9.755669,+237 679 874 645,atebabonanjo@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Oui
PHA0636,Pharmacie Patrick PK10,Douala,Douala II,PK10,4.111184,9.667092,+237 697 001 307,patrickpk10@gmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
PHA0637,Officine Simo de Odza,Yaoundé,Yaoundé IV,Odza,3.793483,11.54113,+237 650 866 571,simoodza@gmail.com,Non,Standard,Lun–Dim 08h00–20h00,Oui,Non,Non
PHA0638,Officine Belinga de New Bell,Douala,Douala III,New Bell,4.022517,9.746714,+237 692 023 141,belinganewbell@pharmacie.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Oui
PHA0639,Officine Mbarga de Nkongmondo,Douala,Douala III,Nkongmondo,3.989401,9.664302,+237 694 622 298,mbargankongmon@gmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
PHA0640,Pharmacie Saint-Joseph,Yaoundé,Yaoundé I,Obili,3.794991,11.490719,+237 243 018 209,joseph@sante.cm,Non,Standard,Lun–Ven 08h00–19h00,Non,Oui,Non
PHA0641,Pharmacie Louis Djoungolo,Yaoundé,Yaoundé VI,Djoungolo,3.854796,11.416658,+237 243 482 183,louisdjoungolo@gmail.com,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Oui
PHA0642,Officine Ondoa de PK17,Douala,Douala IV,PK17,4.011233,9.737657,+237 678 323 843,ondoapk17@gmail.com,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Oui
PHA0643,Officine Ngoa de Ngoa-Ekélé,Yaoundé,Yaoundé VII,Ngoa-Ekélé,3.944654,11.534068,+237 693 364 458,ngoangoa-ekélé@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0644,Pharmacie Louis Nkolbisson,Yaoundé,Yaoundé V,Nkolbisson,3.847987,11.535136,+237 695 782 408,louisnkolbisso@pharmacie.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Oui
PHA0645,Officine Nlend de Bassa,Douala,Douala II,Bassa,4.092082,9.770971,+237 679 879 877,nlendbassa@hotmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0646,Pharmacie de la Providence,Yaoundé,Yaoundé III,Mimboman,3.864239,11.510317,+237 678 130 787,providence@gmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Non
PHA0647,Pharmacie François Mokolo,Yaoundé,Yaoundé II,Mokolo,3.839654,11.563488,+237 697 004 638,françoismokolo@yahoo.fr,Non,Standard,Lun–Dim 08h00–20h00,Oui,Oui,Oui
PHA0648,Pharmacie du PK8,Douala,Douala V,PK8,4.10413,9.652959,+237 653 966 944,pk8@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Non,Non
PHA0649,Pharmacie Bernadette Sodiko,Douala,Douala I,Sodiko,4.01726,9.716363,+237 654 054 661,bernadettesodi@hotmail.com,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0650,Pharmacie Dominique Bessengue,Douala,Douala I,Bessengue,3.966793,9.738456,+237 222 440 631,dominiquebesse@gmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Non
PHA0651,Officine Onana de Ndog-Bong,Douala,Douala V,Ndog-Bong,4.045448,9.654321,+237 679 191 716,onanandog-bong@hotmail.com,Non,Standard,Lun–Sam 08h00–18h30,Oui,Oui,Non
PHA0652,Officine Nkoa de Elig-Essono,Yaoundé,Yaoundé IV,Elig-Essono,3.855966,11.435142,+237 691 437 454,nkoaelig-esson@hotmail.com,Oui,Nuit,20h00 — 08h00,Non,Non,Oui
PHA0653,Pharmacie Raphaël PK14,Douala,Douala III,PK14,4.004932,9.714169,+237 694 197 463,raphaëlpk14@hotmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Oui
PHA0654,Pharmacie de Ngousso,Yaoundé,Yaoundé V,Ngousso,3.877814,11.48095,+237 698 136 970,ngousso@hotmail.com,Non,Standard,Lun–Sam 07h30–20h00,Oui,Non,Oui
PHA0655,Pharmacie Thérèse Ndog-Bong,Douala,Douala VI,Ndog-Bong,3.970032,9.737836,+237 243 251 379,thérèsendog-bo@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0656,Officine Ngoa de Nkolbisson,Yaoundé,Yaoundé IV,Nkolbisson,3.800475,11.491804,+237 696 673 676,ngoankolbisson@yahoo.fr,Non,Standard,Lun–Dim 08h00–20h00,Oui,Non,Oui
PHA0657,Pharmacie Bikié,Yaoundé,Yaoundé V,Omnisports,3.917151,11.548659,+237 699 502 182,bikié@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Oui
PHA0658,Officine Fotso de Nkolbisson,Yaoundé,Yaoundé VII,Nkolbisson,3.839062,11.449299,+237 242 538 033,fotsonkolbisso@hotmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Non
PHA0659,Pharmacie de Biteng,Yaoundé,Yaoundé VI,Biteng,3.866405,11.523764,+237 679 428 370,biteng@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
